/usr/bin/java  -classpath /users/entall/ycsb_client/conf:/users/entall/ycsb_client/lib/HdrHistogram-2.1.12.jar:/users/entall/ycsb_client/lib/core-0.18.0-SNAPSHOT.jar:/users/entall/ycsb_client/lib/htrace-core4-4.1.0-incubating.jar:/users/entall/ycsb_client/lib/jackson-core-asl-1.9.4.jar:/users/entall/ycsb_client/lib/jackson-mapper-asl-1.9.4.jar:/users/entall/ycsb_client/redis-binding/lib/commons-pool2-2.4.2.jar:/users/entall/ycsb_client/redis-binding/lib/jedis-2.9.0.jar:/users/entall/ycsb_client/redis-binding/lib/redis-binding-0.18.0-SNAPSHOT.jar site.ycsb.Client -t -db site.ycsb.db.RedisClient -p redis.host=redis0 -p redis.port=8000 -p redis.cluster=true -P /users/entall/rd/workloads/workloada -p status.interval=1 -s -p measurementtype=timeseries -p redis.timeout=10000 -threads 50
Command line: -t -db site.ycsb.db.RedisClient -p redis.host=redis0 -p redis.port=8000 -p redis.cluster=true -P /users/entall/rd/workloads/workloada -p status.interval=1 -s -p measurementtype=timeseries -p redis.timeout=10000 -threads 50
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
2026-05-23 15:32:39:826 0 sec: 0 operations; est completion in 0 second 
2026-05-23 15:32:39:826 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2026-05-23 15:32:40:793 1 sec: 24784 operations; 24784 current ops/sec; est completion in 26 minutes [READ AverageLatency(us)=578.02] [UPDATE AverageLatency(us)=699.57] 
2026-05-23 15:32:40:793 1 sec: 24784 operations; 24784 current ops/sec; est completion in 26 minutes [READ AverageLatency(us)=578.02] [UPDATE AverageLatency(us)=699.57] 
2026-05-23 15:32:41:793 2 sec: 203965 operations; 179181 current ops/sec; est completion in 6 minutes [READ AverageLatency(us)=274.79] [UPDATE AverageLatency(us)=281.86] 
2026-05-23 15:32:41:793 2 sec: 203965 operations; 179181 current ops/sec; est completion in 6 minutes [READ AverageLatency(us)=274.79] [UPDATE AverageLatency(us)=281.86] 
2026-05-23 15:32:42:793 3 sec: 378377 operations; 174412 current ops/sec; est completion in 5 minutes [READ AverageLatency(us)=282.71] [UPDATE AverageLatency(us)=283.19] 
2026-05-23 15:32:42:793 3 sec: 378377 operations; 174412 current ops/sec; est completion in 5 minutes [READ AverageLatency(us)=282.71] [UPDATE AverageLatency(us)=283.19] 
2026-05-23 15:32:43:793 4 sec: 557796 operations; 179419 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=273.69] [UPDATE AverageLatency(us)=280.21] 
2026-05-23 15:32:43:793 4 sec: 557796 operations; 179419 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=273.69] [UPDATE AverageLatency(us)=280.21] 
2026-05-23 15:32:44:793 5 sec: 736604 operations; 178808 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=275.02] [UPDATE AverageLatency(us)=279.02] 
2026-05-23 15:32:44:793 5 sec: 736604 operations; 178808 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=275.02] [UPDATE AverageLatency(us)=279.02] 
2026-05-23 15:32:45:793 6 sec: 916542 operations; 179938 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=273.15] [UPDATE AverageLatency(us)=276.92] 
2026-05-23 15:32:45:793 6 sec: 916542 operations; 179938 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=273.15] [UPDATE AverageLatency(us)=276.92] 
2026-05-23 15:32:46:793 7 sec: 1096856 operations; 180314 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=272.76] [UPDATE AverageLatency(us)=277.38] 
2026-05-23 15:32:46:793 7 sec: 1096856 operations; 180314 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=272.76] [UPDATE AverageLatency(us)=277.38] 
2026-05-23 15:32:47:793 8 sec: 1278882 operations; 182026 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=269.96] [UPDATE AverageLatency(us)=278.1] 
2026-05-23 15:32:47:793 8 sec: 1278882 operations; 182026 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=269.96] [UPDATE AverageLatency(us)=278.1] 
2026-05-23 15:32:48:793 9 sec: 1459886 operations; 181004 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=271.67] [UPDATE AverageLatency(us)=274.97] 
2026-05-23 15:32:48:793 9 sec: 1459886 operations; 181004 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=271.67] [UPDATE AverageLatency(us)=274.97] 
2026-05-23 15:32:49:793 10 sec: 1641391 operations; 181505 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=270.93] [UPDATE AverageLatency(us)=275.25] 
2026-05-23 15:32:49:793 10 sec: 1641391 operations; 181505 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=270.93] [UPDATE AverageLatency(us)=275.25] 
2026-05-23 15:32:50:794 11 sec: 1824811 operations; 183420 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=268.04] [UPDATE AverageLatency(us)=272.83] 
2026-05-23 15:32:50:794 11 sec: 1824811 operations; 183420 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=268.04] [UPDATE AverageLatency(us)=272.83] 
2026-05-23 15:32:51:793 12 sec: 1990843 operations; 166032 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=294.69] [UPDATE AverageLatency(us)=304.41] 
