/usr/bin/java  -classpath /users/entall/ycsb_client/conf:/users/entall/ycsb_client/lib/HdrHistogram-2.1.12.jar:/users/entall/ycsb_client/lib/core-0.18.0-SNAPSHOT.jar:/users/entall/ycsb_client/lib/htrace-core4-4.1.0-incubating.jar:/users/entall/ycsb_client/lib/jackson-core-asl-1.9.4.jar:/users/entall/ycsb_client/lib/jackson-mapper-asl-1.9.4.jar:/users/entall/ycsb_client/redis-binding/lib/commons-pool2-2.4.2.jar:/users/entall/ycsb_client/redis-binding/lib/jedis-2.9.0.jar:/users/entall/ycsb_client/redis-binding/lib/redis-binding-0.18.0-SNAPSHOT.jar site.ycsb.Client -t -db site.ycsb.db.RedisClient -p redis.host=redis0 -p redis.port=8000 -p redis.cluster=true -P /users/entall/rd/workloads/workloada -p status.interval=1 -s -p measurementtype=timeseries -p redis.timeout=10000 -threads 50
Command line: -t -db site.ycsb.db.RedisClient -p redis.host=redis0 -p redis.port=8000 -p redis.cluster=true -P /users/entall/rd/workloads/workloada -p status.interval=1 -s -p measurementtype=timeseries -p redis.timeout=10000 -threads 50
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
2026-05-23 14:08:41:345 0 sec: 0 operations; est completion in 0 second 
2026-05-23 14:08:41:345 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2026-05-23 14:08:42:308 1 sec: 34209 operations; 34209 current ops/sec; est completion in 19 minutes [READ AverageLatency(us)=380.07] [UPDATE AverageLatency(us)=406.66] 
2026-05-23 14:08:42:308 1 sec: 34209 operations; 34209 current ops/sec; est completion in 19 minutes [READ AverageLatency(us)=380.07] [UPDATE AverageLatency(us)=406.66] 
2026-05-23 14:08:43:308 2 sec: 214237 operations; 180028 current ops/sec; est completion in 6 minutes [READ AverageLatency(us)=273.13] [UPDATE AverageLatency(us)=284.33] 
2026-05-23 14:08:43:308 2 sec: 214237 operations; 180028 current ops/sec; est completion in 6 minutes [READ AverageLatency(us)=273.13] [UPDATE AverageLatency(us)=284.33] 
2026-05-23 14:08:44:308 3 sec: 383703 operations; 169466 current ops/sec; est completion in 5 minutes [READ AverageLatency(us)=286.52] [UPDATE AverageLatency(us)=281.37] 
2026-05-23 14:08:44:308 3 sec: 383703 operations; 169466 current ops/sec; est completion in 5 minutes [READ AverageLatency(us)=286.52] [UPDATE AverageLatency(us)=281.37] 
2026-05-23 14:08:45:308 4 sec: 564674 operations; 180971 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=271.74] [UPDATE AverageLatency(us)=274.17] 
2026-05-23 14:08:45:308 4 sec: 564674 operations; 180971 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=271.74] [UPDATE AverageLatency(us)=274.17] 
2026-05-23 14:08:46:308 5 sec: 747130 operations; 182456 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=269.68] [UPDATE AverageLatency(us)=276.84] 
2026-05-23 14:08:46:308 5 sec: 747130 operations; 182456 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=269.68] [UPDATE AverageLatency(us)=276.84] 
2026-05-23 14:08:47:308 6 sec: 929186 operations; 182056 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=270.2] [UPDATE AverageLatency(us)=275.86] 
2026-05-23 14:08:47:308 6 sec: 929186 operations; 182056 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=270.2] [UPDATE AverageLatency(us)=275.86] 
2026-05-23 14:08:48:308 7 sec: 1112210 operations; 183024 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=268.78] [UPDATE AverageLatency(us)=274.73] 
2026-05-23 14:08:48:308 7 sec: 1112210 operations; 183024 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=268.78] [UPDATE AverageLatency(us)=274.73] 
2026-05-23 14:08:49:308 8 sec: 1293883 operations; 181673 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=271.15] [UPDATE AverageLatency(us)=275.19] 
2026-05-23 14:08:49:308 8 sec: 1293883 operations; 181673 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=271.15] [UPDATE AverageLatency(us)=275.19] 
2026-05-23 14:08:50:308 9 sec: 1475327 operations; 181444 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=271.42] [UPDATE AverageLatency(us)=275.55] 
2026-05-23 14:08:50:308 9 sec: 1475327 operations; 181444 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=271.42] [UPDATE AverageLatency(us)=275.55] 
2026-05-23 14:08:51:308 10 sec: 1656337 operations; 181010 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=271.78] [UPDATE AverageLatency(us)=278.35] 
2026-05-23 14:08:51:308 10 sec: 1656337 operations; 181010 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=271.78] [UPDATE AverageLatency(us)=278.35] 
2026-05-23 14:08:52:308 11 sec: 1841643 operations; 185306 current ops/sec; est completion in 3 minutes [READ AverageLatency(us)=265.44] [UPDATE AverageLatency(us)=270.17] 
