/usr/bin/java  -classpath /users/entall/ycsb_client/conf:/users/entall/ycsb_client/lib/HdrHistogram-2.1.12.jar:/users/entall/ycsb_client/lib/core-0.18.0-SNAPSHOT.jar:/users/entall/ycsb_client/lib/htrace-core4-4.1.0-incubating.jar:/users/entall/ycsb_client/lib/jackson-core-asl-1.9.4.jar:/users/entall/ycsb_client/lib/jackson-mapper-asl-1.9.4.jar:/users/entall/ycsb_client/redis-binding/lib/commons-pool2-2.4.2.jar:/users/entall/ycsb_client/redis-binding/lib/jedis-2.9.0.jar:/users/entall/ycsb_client/redis-binding/lib/redis-binding-0.18.0-SNAPSHOT.jar site.ycsb.Client -t -db site.ycsb.db.RedisClient -p redis.host=redis0 -p redis.port=8000 -p redis.cluster=true -P /users/entall/rd/workloads/workloada -p status.interval=1 -s -p measurementtype=timeseries -p redis.timeout=10000 -threads 50
Command line: -t -db site.ycsb.db.RedisClient -p redis.host=redis0 -p redis.port=8000 -p redis.cluster=true -P /users/entall/rd/workloads/workloada -p status.interval=1 -s -p measurementtype=timeseries -p redis.timeout=10000 -threads 50
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
2026-05-23 14:08:41:356 0 sec: 0 operations; est completion in 0 second 
2026-05-23 14:08:41:356 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2026-05-23 14:08:42:311 1 sec: 37988 operations; 37950.05 current ops/sec; est completion in 17 minutes [READ AverageLatency(us)=491.77] [UPDATE AverageLatency(us)=512.52] 
2026-05-23 14:08:42:311 1 sec: 37988 operations; 37950.05 current ops/sec; est completion in 17 minutes [READ AverageLatency(us)=491.77] [UPDATE AverageLatency(us)=512.52] 
2026-05-23 14:08:43:311 2 sec: 217205 operations; 179396.4 current ops/sec; est completion in 6 minutes [READ AverageLatency(us)=273.88] [UPDATE AverageLatency(us)=284.74] 
2026-05-23 14:08:43:311 2 sec: 217205 operations; 179396.4 current ops/sec; est completion in 6 minutes [READ AverageLatency(us)=273.88] [UPDATE AverageLatency(us)=284.74] 
2026-05-23 14:08:44:311 3 sec: 391393 operations; 174188 current ops/sec; est completion in 5 minutes [READ AverageLatency(us)=281.49] [UPDATE AverageLatency(us)=289.34] 
2026-05-23 14:08:44:311 3 sec: 391393 operations; 174188 current ops/sec; est completion in 5 minutes [READ AverageLatency(us)=281.49] [UPDATE AverageLatency(us)=289.34] 
2026-05-23 14:08:45:311 4 sec: 571787 operations; 180394 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=272.02] [UPDATE AverageLatency(us)=278.56] 
2026-05-23 14:08:45:311 4 sec: 571787 operations; 180394 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=272.02] [UPDATE AverageLatency(us)=278.56] 
2026-05-23 14:08:46:311 5 sec: 753896 operations; 182109 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=270] [UPDATE AverageLatency(us)=272.49] 
2026-05-23 14:08:46:311 5 sec: 753896 operations; 182109 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=270] [UPDATE AverageLatency(us)=272.49] 
2026-05-23 14:08:47:311 6 sec: 937282 operations; 183386 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=267.88] [UPDATE AverageLatency(us)=273.78] 
2026-05-23 14:08:47:311 6 sec: 937282 operations; 183386 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=267.88] [UPDATE AverageLatency(us)=273.78] 
2026-05-23 14:08:48:311 7 sec: 1120612 operations; 183330 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=268.01] [UPDATE AverageLatency(us)=274.11] 
