/usr/bin/java  -classpath /users/entall/ycsb_client/conf:/users/entall/ycsb_client/lib/HdrHistogram-2.1.12.jar:/users/entall/ycsb_client/lib/core-0.18.0-SNAPSHOT.jar:/users/entall/ycsb_client/lib/htrace-core4-4.1.0-incubating.jar:/users/entall/ycsb_client/lib/jackson-core-asl-1.9.4.jar:/users/entall/ycsb_client/lib/jackson-mapper-asl-1.9.4.jar:/users/entall/ycsb_client/redis-binding/lib/commons-pool2-2.4.2.jar:/users/entall/ycsb_client/redis-binding/lib/jedis-2.9.0.jar:/users/entall/ycsb_client/redis-binding/lib/redis-binding-0.18.0-SNAPSHOT.jar site.ycsb.Client -t -db site.ycsb.db.RedisClient -p redis.host=redis0 -p redis.port=8000 -p redis.cluster=true -P /users/entall/rd/workloads/workloada -p status.interval=1 -s -p measurementtype=timeseries -p redis.timeout=10000 -threads 50
Command line: -t -db site.ycsb.db.RedisClient -p redis.host=redis0 -p redis.port=8000 -p redis.cluster=true -P /users/entall/rd/workloads/workloada -p status.interval=1 -s -p measurementtype=timeseries -p redis.timeout=10000 -threads 50
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
2026-05-23 13:21:10:811 0 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2026-05-23 13:21:10:811 0 sec: 0 operations; est completion in 106751991167300 days 15 hours 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2026-05-23 13:21:11:763 1 sec: 33528 operations; 33528 current ops/sec; est completion in 19 minutes [READ AverageLatency(us)=545.9] [UPDATE AverageLatency(us)=536.08] 
2026-05-23 13:21:11:763 1 sec: 33528 operations; 33528 current ops/sec; est completion in 19 minutes [READ AverageLatency(us)=545.9] [UPDATE AverageLatency(us)=536.08] 
2026-05-23 13:21:12:763 2 sec: 195864 operations; 162336 current ops/sec; est completion in 6 minutes [READ AverageLatency(us)=300.77] [UPDATE AverageLatency(us)=305.38] 
2026-05-23 13:21:12:763 2 sec: 195864 operations; 162336 current ops/sec; est completion in 6 minutes [READ AverageLatency(us)=300.77] [UPDATE AverageLatency(us)=305.38] 
2026-05-23 13:21:13:763 3 sec: 348518 operations; 152654 current ops/sec; est completion in 5 minutes [READ AverageLatency(us)=318.55] [UPDATE AverageLatency(us)=325.41] 
2026-05-23 13:21:13:763 3 sec: 348518 operations; 152654 current ops/sec; est completion in 5 minutes [READ AverageLatency(us)=318.55] [UPDATE AverageLatency(us)=325.41] 
2026-05-23 13:21:14:763 4 sec: 511214 operations; 162696 current ops/sec; est completion in 5 minutes [READ AverageLatency(us)=301.47] [UPDATE AverageLatency(us)=304.48] 
2026-05-23 13:21:14:763 4 sec: 511214 operations; 162696 current ops/sec; est completion in 5 minutes [READ AverageLatency(us)=301.47] [UPDATE AverageLatency(us)=304.48] 
2026-05-23 13:21:15:763 5 sec: 672984 operations; 161770 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=303.35] [UPDATE AverageLatency(us)=306.24] 
2026-05-23 13:21:15:763 5 sec: 672984 operations; 161770 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=303.35] [UPDATE AverageLatency(us)=306.24] 
2026-05-23 13:21:16:763 6 sec: 836627 operations; 163643 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=300.72] [UPDATE AverageLatency(us)=302.04] 
2026-05-23 13:21:16:763 6 sec: 836627 operations; 163643 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=300.72] [UPDATE AverageLatency(us)=302.04] 
2026-05-23 13:21:17:763 7 sec: 1000383 operations; 163756 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=299.49] [UPDATE AverageLatency(us)=303.01] 
2026-05-23 13:21:17:763 7 sec: 1000383 operations; 163756 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=299.49] [UPDATE AverageLatency(us)=303.01] 
2026-05-23 13:21:18:763 8 sec: 1164736 operations; 164353 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=298.79] [UPDATE AverageLatency(us)=301.66] 
2026-05-23 13:21:18:763 8 sec: 1164736 operations; 164353 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=298.79] [UPDATE AverageLatency(us)=301.66] 
2026-05-23 13:21:19:763 9 sec: 1331782 operations; 167046 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=293.83] [UPDATE AverageLatency(us)=296.97] 
2026-05-23 13:21:19:763 9 sec: 1331782 operations; 167046 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=293.83] [UPDATE AverageLatency(us)=296.97] 
2026-05-23 13:21:20:763 10 sec: 1498300 operations; 166518 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=294.57] [UPDATE AverageLatency(us)=297.7] 
2026-05-23 13:21:20:763 10 sec: 1498300 operations; 166518 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=294.57] [UPDATE AverageLatency(us)=297.7] 
2026-05-23 13:21:21:763 11 sec: 1662811 operations; 164511 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=298.25] [UPDATE AverageLatency(us)=301.83] 
2026-05-23 13:21:21:763 11 sec: 1662811 operations; 164511 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=298.25] [UPDATE AverageLatency(us)=301.83] 
2026-05-23 13:21:22:763 12 sec: 1813222 operations; 150411 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=330.16] [UPDATE AverageLatency(us)=326.88] 
2026-05-23 13:21:22:763 12 sec: 1813222 operations; 150411 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=330.16] [UPDATE AverageLatency(us)=326.88] 
2026-05-23 13:21:23:763 13 sec: 1978831 operations; 165609 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=297.25] [UPDATE AverageLatency(us)=298.29] [READ-FAILED AverageLatency(us)=1379.25] 
2026-05-23 13:21:23:763 13 sec: 1978831 operations; 165609 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=297.25] [UPDATE AverageLatency(us)=298.29] [READ-FAILED AverageLatency(us)=1379.25] 
2026-05-23 13:21:24:763 14 sec: 2142327 operations; 163496 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=302.65] [UPDATE AverageLatency(us)=303.53] [READ-FAILED AverageLatency(us)=381.93] 
2026-05-23 13:21:24:763 14 sec: 2142327 operations; 163496 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=302.65] [UPDATE AverageLatency(us)=303.53] [READ-FAILED AverageLatency(us)=381.93] 
2026-05-23 13:21:25:763 15 sec: 2296136 operations; 153809 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=289.79] [UPDATE AverageLatency(us)=347.33] [READ-FAILED AverageLatency(us)=816.75] 
2026-05-23 13:21:25:763 15 sec: 2296136 operations; 153809 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=289.79] [UPDATE AverageLatency(us)=347.33] [READ-FAILED AverageLatency(us)=816.75] 
2026-05-23 13:21:26:763 16 sec: 2445815 operations; 149679 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=287.26] [UPDATE AverageLatency(us)=373.86] [READ-FAILED AverageLatency(us)=312.58] 
2026-05-23 13:21:26:763 16 sec: 2445815 operations; 149679 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=287.26] [UPDATE AverageLatency(us)=373.86] [READ-FAILED AverageLatency(us)=312.58] 
2026-05-23 13:21:27:763 17 sec: 2606082 operations; 160267 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=278.01] [UPDATE AverageLatency(us)=336.47] [READ-FAILED AverageLatency(us)=373.94] 
2026-05-23 13:21:27:763 17 sec: 2606082 operations; 160267 current ops/sec; est completion in 4 minutes [READ AverageLatency(us)=278.01] [UPDATE AverageLatency(us)=336.47] [READ-FAILED AverageLatency(us)=373.94] 
